model,period_s,period_key,imt,row_index,coefficient,value,cached_value,formula,source_sheet,source_cell,source_workbook
ASK14,0.05,p0p050,SA,8,a5,-0.41,-0.41,,ASK14_Coeffs,L8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a6,2.0845,2.0845,,ASK14_Coeffs,M8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a7,0,0,,ASK14_Coeffs,N8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a8,-0.015,-0.015,,ASK14_Coeffs,O8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a10,1.358,1.358,,ASK14_Coeffs,P8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a11,0,0,,ASK14_Coeffs,Q8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a12,-0.1,-0.1,,ASK14_Coeffs,R8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a13,0.6,0.6,,ASK14_Coeffs,S8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a14,-0.3,-0.3,,ASK14_Coeffs,T8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a15,1.1,1.1,,ASK14_Coeffs,U8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a16,0,0,,ASK14_Coeffs,V8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
ASK14,0.05,p0p050,SA,8,a17,-0.008,-0.008,,ASK14_Coeffs,W8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
