model,period_s,period_key,imt,row_index,coefficient,value,cached_value,formula,source_sheet,source_cell,source_workbook
I14,0.5,p0p500,SA,16,a1_2,11.4484,11.4484,,I14_Coeffs,F16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,a2_2,-0.2911,-0.2911,,I14_Coeffs,G16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,b1_2,2.3477,2.3477,,I14_Coeffs,H16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,b2_2,-0.1584,-0.1584,,I14_Coeffs,I16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,a3,-0.0224,-0.0224,,I14_Coeffs,J16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,x,-1.023,-1.023,,I14_Coeffs,K16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,g,-0.0021,-0.0021,,I14_Coeffs,L16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.5,p0p500,SA,16,j,0.08,0.08,,I14_Coeffs,M16,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,a1,8.3517,8.3517,,I14_Coeffs,B17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,a2,0.0689,0.0689,,I14_Coeffs,C17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,b1,2.7544,2.7544,,I14_Coeffs,D17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,b2,-0.2392,-0.2392,,I14_Coeffs,E17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
