model,period_s,period_key,imt,row_index,coefficient,value,cached_value,formula,source_sheet,source_cell,source_workbook
BSSA14,0.03,p0p030,SA,7,Dc3 (ChinaTurkey),0.00276,0.00276,,BSSA14_Coeffs,Q7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,Dc3 (ItalyJapan),-0.00217,-0.00217,,BSSA14_Coeffs,R7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,c,-0.5341,-0.5341,,BSSA14_Coeffs,S7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,Vc (m/s),1502.95,1502.95,,BSSA14_Coeffs,T7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,Vref  (m/s),760,760,,BSSA14_Coeffs,U7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f1,0,0,,BSSA14_Coeffs,V7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f3,0.1,0.1,,BSSA14_Coeffs,W7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f4,-0.1549,-0.1549,,BSSA14_Coeffs,X7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f5,-0.00735,-0.00735,,BSSA14_Coeffs,Y7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f6 (1/km),-9.9,-9.9,,BSSA14_Coeffs,Z7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f7,-9.9,-9.9,,BSSA14_Coeffs,AA7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,R1 (km),112.13,112.13,,BSSA14_Coeffs,AB7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,R2 (km),270,270,,BSSA14_Coeffs,AC7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,DfR,0.081,0.081,,BSSA14_Coeffs,AD7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,DfV,0.029,0.029,,BSSA14_Coeffs,AE7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,V1 (m/s),225,225,,BSSA14_Coeffs,AF7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,V2 (m/s),300,300,,BSSA14_Coeffs,AG7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f1_2,0.721,0.721,,BSSA14_Coeffs,AH7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,f2,0.514,0.514,,BSSA14_Coeffs,AI7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,t1,0.445,0.445,,BSSA14_Coeffs,AJ7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.03,p0p030,SA,7,t2,0.364,0.364,,BSSA14_Coeffs,AK7,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e0,0.75436,0.75436,,BSSA14_Coeffs,B8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e1,0.79905,0.79905,,BSSA14_Coeffs,C8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e2,0.60652,0.60652,,BSSA14_Coeffs,D8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e3,0.72726,0.72726,,BSSA14_Coeffs,E8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e4,1.3974,1.3974,,BSSA14_Coeffs,F8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e5,0.067357,0.067357,,BSSA14_Coeffs,G8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,e6,-0.18082,-0.18082,,BSSA14_Coeffs,H8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Mh,5.5,5.5,,BSSA14_Coeffs,I8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,c1,-1.1159,-1.1159,,BSSA14_Coeffs,J8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,c2,0.18709,0.18709,,BSSA14_Coeffs,K8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,c3,-0.009819,-0.009819,,BSSA14_Coeffs,L8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Mref,4.5,4.5,,BSSA14_Coeffs,M8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Rref (km),1,1,,BSSA14_Coeffs,N8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,h (km),4.2,4.2,,BSSA14_Coeffs,O8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
